CLIENTNUM,Attrition_Flag,Customer_Age,Gender,Dependent_count,Education_Level,Marital_Status,Income_Category,Card_Category,Months_on_book,Total_Relationship_Count,Months_Inactive_12_mon,Contacts_Count_12_mon,Credit_Limit,Total_Revolving_Bal,Avg_Open_To_Buy,Total_Amt_Chng_Q4_Q1,Total_Trans_Amt,Total_Trans_Ct,Total_Ct_Chng_Q4_Q1,Avg_Utilization_Ratio,Engagement_Score,R_Score,F_Score,M_Score,Churn,Customer_Segment,Customer_Lifetime_Months,Monthly_Trans_Value,Monthly_Trans_Frequency,Monthly_Revenue_Interchange,Monthly_Revenue_Interest,Total_Monthly_Revenue,Retention_Rate,Expected_Lifetime_Months,Customer_Lifetime_Value,CLV_Percentile,Profitability_Tier,Acquisition_Cost,Total_Servicing_Cost,Total_Cost,Total_Revenue,Net_Profit,Profit_Margin_%,ROI_%,Value_Matrix
709346133,Existing Customer,55,F,2,Uneducated,Married,Unknown,Blue,35,3,3,0,3025,2376,649,1.252,1277,23,1.875,0.785,14.908,2,1,1,0,Lost,35,106.42,1.92,2.66,35.64,38.30,0.68,23.80,911.46,High,Silver (Top 50%),150,175,325,1340.51,1015.51,75.76,312.47,High Value - Retain
788194458,Existing Customer,34,M,3,High School,Married,$60K - $80K,Blue,26,4,3,3,3265,2517,748,0.952,1843,35,0.944,0.771,21.97,2,1,1,0,Lost,26,153.58,2.92,3.84,37.75,41.59,0.68,17.68,735.32,Medium,Bronze (Top 75%),150,130,280,1081.46,801.46,74.11,286.24,Low Value - Grow
720779733,Existing Customer,56,M,1,Uneducated,Married,$120K +,Blue,36,3,2,2,6041,1355,4686,0.685,1747,49,0.581,0.224,27.39,3,2,1,0,Need Attention,36,145.58,4.08,3.64,20.33,23.96,0.76,27.33,655.05,Medium,Bronze (Top 75%),150,180,330,862.73,532.73,61.75,161.43,Low Value - Grow
717424458,Existing Customer,44,F,2,Post-Graduate,Married,Less than $40K,Blue,36,3,3,2,2293,1823,470,0.617,1166,22,1.444,0.795,14.064,2,1,1,0,Lost,36,97.17,1.83,2.43,27.35,29.77,0.68,24.48,728.80,Medium,Bronze (Top 75%),150,180,330,1071.87,741.87,69.21,224.81,Low Value - Grow
708820308,Existing Customer,47,M,3,Post-Graduate,Unknown,$80K - $120K,Blue,36,6,2,2,13399,2505,10894,0.627,1326,31,0.824,0.187,18.50,3,1,1,0,Need Attention,36,110.50,2.58,2.76,37.57,40.34,0.76,27.33,1102.59,High,Silver (Top 50%),150,180,330,1452.15,1122.15,77.28,340.05,High Value - Retain
710558058,Existing Customer,46,F,3,Unknown,Married,Less than $40K,Blue,38,4,3,3,4317,2517,1800,0.944,1619,36,1,0.583,21.476,2,1,1,0,Lost,38,134.92,3.00,3.37,37.75,41.13,0.68,25.84,1062.64,High,Silver (Top 50%),150,190,340,1562.86,1222.86,78.25,359.66,High Value - Retain
770590758,Existing Customer,43,F,3,Graduate,Single,$40K - $60K,Blue,29,5,2,0,3378,1069,2309,0.581,1285,16,0.333,0.316,12.34,3,1,1,0,Need Attention,29,107.08,1.33,2.68,16.04,18.71,0.76,22.02,412.02,Medium,Bronze (Top 75%),150,145,295,542.65,247.65,45.64,83.95,Low Value - Grow
718490658,Existing Customer,50,F,1,Graduate,Single,Less than $40K,Blue,36,4,1,3,5012,2242,2770,0.816,1142,28,1,0.447,16.77,4,1,1,0,New Customers,36,95.17,2.33,2.38,33.63,36.01,0.90,32.55,1171.99,Premium,Gold (Top 25%),150,180,330,1296.33,966.33,74.54,292.83,High Value - Retain
711985833,Existing Customer,38,F,4,Uneducated,Single,Less than $40K,Blue,30,4,1,0,2569,1605,964,0.574,1190,46,0.643,0.625,24.16,4,2,1,0,New Customers,30,99.17,3.83,2.48,24.08,26.55,0.90,27.12,720.22,Medium,Bronze (Top 75%),150,150,300,796.63,496.63,62.34,165.54,Low Value - Grow
708967608,Existing Customer,53,F,1,Graduate,Single,Less than $40K,Blue,45,3,1,2,3471,1785,1686,1.051,1052,24,0.714,0.514,14.808,4,1,1,0,New Customers,45,87.67,2.00,2.19,26.78,28.97,0.90,40.68,1178.47,Premium,Gold (Top 25%),150,225,375,1303.50,928.50,71.23,247.60,High Value - Retain
718505958,Existing Customer,43,M,5,Graduate,Divorced,$120K +,Silver,31,5,3,3,34516,1699,32817,0.771,1628,38,0.727,0.049,22.312,2,1,1,0,Lost,31,135.67,3.17,3.39,25.49,28.88,0.68,21.08,608.66,Medium,Bronze (Top 75%),150,155,305,895.18,590.18,65.93,193.50,Low Value - Grow
715024233,Existing Customer,53,M,1,High School,Married,$120K +,Blue,36,6,3,2,3312,1844,1468,0.986,1740,32,0.882,0.557,20.36,2,1,1,0,Lost,36,145.00,2.67,3.63,27.66,31.29,0.68,24.48,765.78,High,Silver (Top 50%),150,180,330,1126.26,796.26,70.70,241.29,High Value - Retain
779249583,Existing Customer,56,F,1,Graduate,Married,Less than $40K,Blue,38,4,3,3,2578,2462,116,1.707,1378,29,0.812,0.955,17.712,2,1,1,0,Lost,38,114.83,2.42,2.87,36.93,39.80,0.68,25.84,1028.35,High,Silver (Top 50%),150,190,340,1512.43,1172.43,77.52,344.83,High Value - Retain
709278258,Attrited Customer,54,M,2,Unknown,Married,$40K - $60K,Blue,44,4,3,2,2902,2517,385,0.821,996,26,0.444,0.867,14.98,2,1,1,1,Lost,44,83.00,2.17,2.08,37.75,39.83,0.68,29.92,1191.59,Premium,Gold (Top 25%),150,220,370,1752.52,1382.52,78.89,373.65,High Value - Win Back
778928283,Existing Customer,57,F,3,High School,Married,Less than $40K,Blue,39,3,2,1,2742,2321,421,1.315,1389,32,0.6,0.846,19.156,3,1,1,0,Need Attention,39,115.75,2.67,2.89,34.82,37.71,0.76,29.61,1116.63,High,Silver (Top 50%),150,195,345,1470.64,1125.64,76.54,326.27,High Value - Retain
712299858,Existing Customer,62,M,1,High School,Married,Less than $40K,Blue,53,5,3,3,2077,1571,506,1.031,1365,38,1,0.756,21.26,2,1,1,0,Lost,53,113.75,3.17,2.84,23.56,26.41,0.68,36.04,951.67,High,Silver (Top 50%),150,265,415,1399.66,984.66,70.35,237.27,High Value - Retain
799224108,Existing Customer,46,F,4,Graduate,Single,Less than $40K,Blue,40,5,1,2,6265,1942,4323,1.027,1715,43,0.87,0.31,25.06,4,1,1,0,New Customers,40,142.92,3.58,3.57,29.13,32.70,0.90,36.16,1182.65,Premium,Gold (Top 25%),150,200,350,1308.12,958.12,73.24,273.75,High Value - Retain
809976033,Existing Customer,49,M,2,Uneducated,Married,$60K - $80K,Blue,44,6,3,0,7819,1560,6259,0.827,1582,25,0.786,0.2,16.93,2,1,1,0,Lost,44,131.83,2.08,3.30,23.40,26.70,0.68,29.92,798.66,High,Silver (Top 50%),150,220,370,1174.62,804.62,68.50,217.46,High Value - Retain
716203308,Existing Customer,52,M,3,Graduate,Single,$80K - $120K,Blue,42,6,3,3,2731,1692,1039,0.62,1220,22,0.692,0.62,14.28,2,1,1,0,Lost,42,101.67,1.83,2.54,25.38,27.92,0.68,28.56,797.36,High,Silver (Top 50%),150,210,360,1172.71,812.71,69.30,225.75,High Value - Retain
714871683,Attrited Customer,58,M,1,Uneducated,Married,$40K - $60K,Blue,36,2,4,3,1438.3,537,901.3,0.819,715,13,0.182,0.373,8.46,1,1,1,1,Lost,36,59.58,1.08,1.49,8.06,9.54,0.68,24.48,233.63,Low,Standard,150,180,330,343.61,13.61,3.96,4.12,Low Value - Lost
716139933,Existing Customer,54,M,0,High School,Married,$80K - $120K,Blue,36,3,1,2,16286,1710,14576,1.223,2552,49,1.227,0.105,30.81,4,2,2,0,New Customers,36,212.67,4.08,5.32,25.65,30.97,0.90,32.55,1007.87,High,Silver (Top 50%),150,180,330,1114.80,784.80,70.40,237.82,High Value - Retain
716984658,Existing Customer,49,M,1,Graduate,Married,$120K +,Blue,39,3,2,3,34516,0,34516,0.507,1106,31,0.938,0,17.624,3,1,1,0,Need Attention,39,92.17,2.58,2.30,0.00,2.30,0.76,29.61,68.23,Low,Standard,150,195,345,89.86,-255.14,-283.92,-73.95,Low Value - Grow
713086008,Existing Customer,58,F,3,High School,Married,Less than $40K,Blue,47,6,1,0,2609,2439,170,1.269,1731,34,1.833,0.935,21.52,4,1,1,0,New Customers,47,144.25,2.83,3.61,36.59,40.19,0.90,42.49,1707.80,Premium,Platinum (Top 10%),150,235,385,1888.99,1503.99,79.62,390.65,High Value - Retain
713773458,Existing Customer,52,M,2,High School,Single,$60K - $80K,Blue,45,5,3,2,7567,1173,6394,0.541,1435,32,0.6,0.155,19.14,2,1,1,0,Lost,45,119.58,2.67,2.99,17.60,20.58,0.68,30.60,629.82,Medium,Bronze (Top 75%),150,225,375,926.31,551.31,59.52,147.01,Low Value - Grow
719242533,Existing Customer,41,M,5,High School,Married,$60K - $80K,Blue,33,5,3,3,22770,2517,20253,0.994,1882,38,0.652,0.111,23.328,2,1,1,0,Lost,33,156.83,3.17,3.92,37.75,41.68,0.68,22.44,935.11,High,Silver (Top 50%),150,165,315,1375.30,1060.30,77.10,336.60,High Value - Retain
772712658,Existing Customer,62,F,0,Uneducated,Married,Less than $40K,Blue,50,5,1,2,3791,1648,2143,1.227,2058,34,0.789,0.435,22.83,4,1,1,0,New Customers,50,171.50,2.83,4.29,24.72,29.01,0.90,45.20,1311.26,Premium,Gold (Top 25%),150,250,400,1450.38,1050.38,72.42,262.59,High Value - Retain
788868858,Existing Customer,54,M,2,Graduate,Married,Less than $40K,Blue,39,4,4,2,2702,2517,185,1.019,1658,32,1.462,0.932,19.83,1,1,1,0,Lost,39,138.17,2.67,3.45,37.75,41.21,0.68,26.52,1092.76,High,Silver (Top 50%),150,195,345,1607.16,1262.16,78.53,365.84,High Value - Retain
811898133,Existing Customer,40,F,3,High School,Divorced,Less than $40K,Blue,35,3,1,3,2555,2117,438,1.049,1334,32,0.6,0.829,19.136,4,1,1,0,New Customers,35,111.17,2.67,2.78,31.76,34.53,0.90,31.64,1092.76,High,Silver (Top 50%),150,175,325,1208.70,883.70,73.11,271.91,High Value - Retain
788808633,Existing Customer,43,M,3,Graduate,Married,$80K - $120K,Blue,26,5,3,2,2355,1090,1265,0.751,1441,29,0.812,0.463,17.964,2,1,1,0,Lost,26,120.08,2.42,3.00,16.35,19.35,0.68,17.68,342.11,Low,Standard,150,130,280,503.15,223.15,44.35,79.70,Low Value - Grow
779804208,Existing Customer,53,F,2,Graduate,Single,$40K - $60K,Blue,42,6,2,0,5332,0,5332,0.939,1371,39,1.167,0,21.884,3,1,1,0,Need Attention,42,114.25,3.25,2.86,0.00,2.86,0.76,31.89,91.08,Low,Standard,150,210,360,119.96,-240.04,-200.09,-66.68,Low Value - Grow
781391058,Existing Customer,55,M,1,Uneducated,Single,$40K - $60K,Blue,49,6,3,2,1443,1375,68,0.683,1991,38,0.583,0.953,23.764,2,1,1,0,Lost,49,165.92,3.17,4.15,20.63,24.77,0.68,33.32,825.35,High,Silver (Top 50%),150,245,395,1213.87,818.87,67.46,207.31,High Value - Retain
790134408,Existing Customer,46,M,4,Graduate,Single,$60K - $80K,Blue,39,6,2,3,10741,755,9986,1.166,1278,22,1.444,0.07,14.712,3,1,1,0,Need Attention,39,106.50,1.83,2.66,11.33,13.99,0.76,29.61,414.20,Medium,Bronze (Top 75%),150,195,345,545.51,200.51,36.76,58.12,Low Value - Grow
788853258,Existing Customer,41,M,1,Uneducated,Married,$60K - $80K,Blue,25,3,2,0,7984,1503,6481,0.797,1734,39,1.167,0.188,23.336,3,1,1,0,Need Attention,25,144.50,3.25,3.61,22.54,26.16,0.76,18.98,496.52,Medium,Bronze (Top 75%),150,125,275,653.94,378.94,57.95,137.80,Low Value - Grow
711857733,Existing Customer,49,M,3,Uneducated,Single,$60K - $80K,Blue,32,3,2,2,18584,2517,16067,0.703,1330,34,1.125,0.135,19.72,3,1,1,0,Need Attention,32,110.83,2.83,2.77,37.75,40.53,0.76,24.30,984.65,High,Silver (Top 50%),150,160,310,1296.83,986.83,76.10,318.33,High Value - Retain
822969858,Existing Customer,61,F,0,Graduate,Married,Unknown,Blue,56,4,1,3,5585,1465,4120,1.503,1787,31,0.722,0.262,20.548,4,1,1,0,New Customers,56,148.92,2.58,3.72,21.97,25.70,0.90,50.63,1301.05,Premium,Gold (Top 25%),150,280,430,1439.08,1009.08,70.12,234.67,High Value - Retain
719554758,Existing Customer,46,M,2,Uneducated,Married,$80K - $120K,Blue,38,6,3,2,34516,2165,32351,0.837,1672,32,0.524,0.063,20.09,2,1,1,0,Lost,38,139.33,2.67,3.48,32.48,35.96,0.68,25.84,929.07,High,Silver (Top 50%),150,190,340,1366.42,1026.42,75.12,301.89,High Value - Retain
711643458,Existing Customer,50,F,1,Uneducated,Married,Less than $40K,Blue,43,6,3,4,1438.3,0,1438.3,1.068,1439,41,1.05,0,22.756,2,1,1,0,Lost,43,119.92,3.42,3.00,0.00,3.00,0.68,29.24,87.65,Low,Standard,150,215,365,128.91,-236.09,-183.14,-64.68,Low Value - Grow
788830683,Existing Customer,40,M,2,Graduate,Single,$80K - $120K,Blue,24,5,1,0,2478,2031,447,1.284,1558,31,0.938,0.82,19.63,4,1,1,0,New Customers,24,129.83,2.58,3.25,30.47,33.71,0.90,21.70,731.46,Medium,Bronze (Top 75%),150,120,270,809.06,539.06,66.63,199.65,Low Value - Grow
807030858,Existing Customer,51,M,4,High School,Single,$120K +,Blue,46,6,3,3,34516,2274,32242,0.788,1795,47,0.679,0.066,26.58,2,2,1,0,Lost,46,149.58,3.92,3.74,34.11,37.85,0.68,31.28,1183.81,Premium,Gold (Top 25%),150,230,380,1741.08,1361.08,78.17,358.18,High Value - Retain
793059108,Existing Customer,50,F,2,Graduate,Married,$40K - $60K,Blue,44,6,2,3,2339,1440,899,0.431,893,22,0.375,0.616,13.17,3,1,1,0,Need Attention,44,74.42,1.83,1.86,21.60,23.46,0.76,33.41,783.77,High,Silver (Top 50%),150,220,370,1032.26,662.26,64.16,178.99,High Value - Retain
716568708,Existing Customer,47,F,2,Graduate,Married,Less than $40K,Blue,36,6,3,2,2726,0,2726,0.844,1099,27,0.588,0,15.796,2,1,1,0,Lost,36,91.58,2.25,2.29,0.00,2.29,0.68,24.48,56.04,Low,Standard,150,180,330,82.43,-247.58,-300.36,-75.02,Low Value - Grow
828281733,Existing Customer,43,M,4,Unknown,Married,$120K +,Blue,39,3,3,3,14881,848,14033,0.762,1408,23,1.091,0.057,15.43,2,1,1,0,Lost,39,117.33,1.92,2.93,12.72,15.65,0.68,26.52,415.08,Medium,Bronze (Top 75%),150,195,345,610.48,265.48,43.49,76.95,Low Value - Grow
717229158,Existing Customer,36,F,4,Graduate,Married,$40K - $60K,Blue,36,6,3,3,1628,969,659,0.999,1893,15,2.75,0.595,14.172,2,1,1,0,Lost,36,157.75,1.25,3.94,14.54,18.48,0.68,24.48,452.31,Medium,Bronze (Top 75%),150,180,330,665.24,335.24,50.39,101.59,Low Value - Grow
715915458,Existing Customer,47,F,2,Graduate,Married,Less than $40K,Blue,34,5,2,2,3156,1644,1512,1.052,1151,31,1.385,0.521,17.804,3,1,1,0,Need Attention,34,95.92,2.58,2.40,24.66,27.06,0.76,25.82,698.51,Medium,Bronze (Top 75%),150,170,320,919.97,599.97,65.22,187.49,Low Value - Grow
819129858,Existing Customer,46,F,2,Graduate,Single,Less than $40K,Blue,41,5,3,0,4745,1270,3475,0.93,1519,31,0.938,0.268,19.08,2,1,1,0,Lost,41,126.58,2.58,3.16,19.05,22.21,0.68,27.88,619.28,Medium,Bronze (Top 75%),150,205,355,910.80,555.80,61.02,156.56,Low Value - Grow
713441958,Existing Customer,46,M,2,High School,Married,$120K +,Blue,36,5,3,2,19727,1785,17942,0.572,1245,25,0.786,0.09,15.58,2,1,1,0,Lost,36,103.75,2.08,2.59,26.78,29.37,0.68,24.48,718.87,Medium,Bronze (Top 75%),150,180,330,1057.27,727.27,68.79,220.39,Low Value - Grow
719091333,Existing Customer,52,M,0,Uneducated,Married,$60K - $80K,Blue,36,3,3,2,22720,793,21927,0.685,1102,27,0.286,0.035,15.808,2,1,1,0,Lost,36,91.83,2.25,2.30,11.90,14.19,0.68,24.48,347.36,Low,Standard,150,180,330,510.87,180.87,35.40,54.81,Low Value - Grow
708666258,Existing Customer,43,M,4,Unknown,Married,$40K - $60K,Blue,36,5,3,0,8129,1799,6330,0.566,1402,33,0.737,0.221,19.41,2,1,1,0,Lost,36,116.83,2.75,2.92,26.99,29.91,0.68,24.48,732.02,Medium,Bronze (Top 75%),150,180,330,1076.61,746.61,69.35,226.25,Low Value - Grow
714914583,Existing Customer,40,F,4,Graduate,Single,Less than $40K,Blue,27,6,2,3,3751,1521,2230,0.974,1060,30,1.308,0.405,17.04,3,1,1,0,Need Attention,27,88.33,2.50,2.21,22.81,25.02,0.76,20.50,512.99,Medium,Bronze (Top 75%),150,135,285,675.63,390.63,57.82,137.06,Low Value - Grow
714363858,Existing Customer,54,F,4,High School,Married,Less than $40K,Blue,36,3,5,3,1594,1411,183,0.817,1459,35,1.188,0.885,20.036,1,1,1,0,Lost,36,121.58,2.92,3.04,21.17,24.20,0.68,24.48,592.47,Medium,Bronze (Top 75%),150,180,330,871.37,541.37,62.13,164.05,Low Value - Grow
721347408,Existing Customer,55,F,1,High School,Single,Less than $40K,Blue,43,4,2,0,2569,1403,1166,0.886,1456,39,0.444,0.546,22.224,3,1,1,0,Need Attention,43,121.33,3.25,3.03,21.04,24.08,0.76,32.65,786.13,High,Silver (Top 50%),150,215,365,1035.37,670.37,64.75,183.66,High Value - Retain
809608533,Existing Customer,49,F,4,Post-Graduate,Single,Unknown,Blue,44,6,3,2,18206,1586,16620,0.921,1439,48,1,0.087,25.556,2,2,1,0,Lost,44,119.92,4.00,3.00,23.79,26.79,0.68,29.92,801.41,High,Silver (Top 50%),150,220,370,1178.67,808.67,68.61,218.56,High Value - Retain
772047183,Existing Customer,45,M,4,High School,Married,$40K - $60K,Blue,34,6,3,3,3104,1766,1338,0.828,1353,24,1.182,0.569,15.61,2,1,1,0,Lost,34,112.75,2.00,2.82,26.49,29.31,0.68,23.12,677.55,Medium,Bronze (Top 75%),150,170,320,996.50,676.50,67.89,211.41,Low Value - Grow
714217908,Existing Customer,49,M,3,Graduate,Married,$40K - $60K,Blue,41,5,3,2,2406,1560,846,0.751,1173,32,0.391,0.648,18.092,2,1,1,0,Lost,41,97.75,2.67,2.44,23.40,25.84,0.68,27.88,720.45,Medium,Bronze (Top 75%),150,205,355,1059.59,704.59,66.50,198.48,Low Value - Grow
714819183,Existing Customer,63,M,1,Uneducated,Married,$80K - $120K,Blue,36,5,2,3,24571,1955,22616,1.174,1746,28,1,0.08,18.98,3,1,1,0,Need Attention,36,145.50,2.33,3.64,29.33,32.96,0.76,27.33,901.00,High,Silver (Top 50%),150,180,330,1186.65,856.65,72.19,259.59,High Value - Retain
716455683,Existing Customer,40,F,3,High School,Single,Less than $40K,Gold,36,3,2,3,15534,726,14808,0.556,1279,28,0.867,0.047,17.116,3,1,1,0,Need Attention,36,106.58,2.33,2.66,10.89,13.55,0.76,27.33,370.50,Low,Standard,150,180,330,487.96,157.96,32.37,47.87,Low Value - Grow
710865633,Existing Customer,41,F,2,Graduate,Married,Less than $40K,Silver,33,4,2,0,12301,2250,10051,0.484,1307,29,0.261,0.183,17.628,3,1,1,0,Need Attention,33,108.92,2.42,2.72,33.75,36.47,0.76,25.06,913.87,High,Silver (Top 50%),150,165,315,1203.61,888.61,73.83,282.10,High Value - Retain
752952108,Existing Customer,37,M,4,Graduate,Married,$80K - $120K,Blue,26,6,2,3,2846,1818,1028,0.711,1473,37,1.176,0.639,21.49,3,1,1,0,Need Attention,26,122.75,3.08,3.07,27.27,30.34,0.76,19.74,598.92,Medium,Bronze (Top 75%),150,130,280,788.81,508.81,64.50,181.72,Low Value - Grow
712595433,Existing Customer,58,M,2,Uneducated,Unknown,$120K +,Blue,49,6,2,3,9788,1794,7994,0.778,1805,37,0.762,0.183,22.82,3,1,1,0,Need Attention,49,150.42,3.08,3.76,26.91,30.67,0.76,37.20,1141.08,High,Silver (Top 50%),150,245,395,1502.85,1107.85,73.72,280.47,High Value - Retain
714982383,Existing Customer,55,M,2,High School,Married,$60K - $80K,Blue,36,4,3,3,7231,2381,4850,0.996,1421,23,1.3,0.329,15.484,2,1,1,0,Lost,36,118.42,1.92,2.96,35.71,38.68,0.68,24.48,946.68,High,Silver (Top 50%),150,180,330,1392.31,1062.31,76.30,321.91,High Value - Retain
813814008,Existing Customer,53,F,1,High School,Married,Less than $40K,Blue,48,6,3,2,2324,1576,748,0.728,1272,37,1.312,0.678,20.488,2,1,1,0,Lost,48,106.00,3.08,2.65,23.64,26.29,0.68,32.64,858.02,High,Silver (Top 50%),150,240,390,1261.92,871.92,69.09,223.57,High Value - Retain
794545983,Existing Customer,57,M,2,Graduate,Married,$80K - $120K,Blue,40,3,2,3,12208,1980,10228,0.616,1409,34,0.619,0.162,20.04,3,1,1,0,Need Attention,40,117.42,2.83,2.94,29.70,32.64,0.76,30.37,991.17,High,Silver (Top 50%),150,200,350,1305.42,955.42,73.19,272.98,High Value - Retain
708288108,Attrited Customer,43,M,4,Post-Graduate,Unknown,$80K - $120K,Blue,30,2,5,3,5639,1547,4092,1.087,647,15,0.364,0.274,8.79,1,1,1,1,Lost,30,53.92,1.25,1.35,23.21,24.55,0.68,20.40,500.83,Medium,Bronze (Top 75%),150,150,300,736.59,436.59,59.27,145.53,Low Value - Lost
715585158,Existing Customer,58,M,1,Graduate,Married,$60K - $80K,Blue,46,3,3,2,10021,1617,8404,0.578,1275,25,0.667,0.161,15.7,2,1,1,0,Lost,46,106.25,2.08,2.66,24.26,26.91,0.68,31.28,841.70,High,Silver (Top 50%),150,230,380,1237.92,857.92,69.30,225.77,High Value - Retain
810449883,Existing Customer,64,M,0,Unknown,Married,Less than $40K,Blue,56,6,1,0,2215,1915,300,0.794,1270,27,0.588,0.865,16.88,4,1,1,0,New Customers,56,105.83,2.25,2.65,28.72,31.37,0.90,50.63,1588.26,Premium,Platinum (Top 10%),150,280,430,1756.77,1326.77,75.52,308.55,High Value - Retain
789863208,Existing Customer,54,F,2,Graduate,Married,Less than $40K,Blue,44,3,2,3,2027,1480,547,0.979,1702,37,0.947,0.73,22.41,3,1,1,0,Need Attention,44,141.83,3.08,3.55,22.20,25.75,0.76,33.41,860.12,High,Silver (Top 50%),150,220,370,1132.82,762.82,67.34,206.17,High Value - Retain
715022133,Existing Customer,53,M,2,Graduate,Married,$60K - $80K,Blue,47,6,2,2,6363,1162,5201,0.644,1256,26,1,0.183,16.22,3,1,1,0,Need Attention,47,104.67,2.17,2.62,17.43,20.05,0.76,35.69,715.39,Medium,Bronze (Top 75%),150,235,385,942.19,557.19,59.14,144.73,Low Value - Grow
712506708,Existing Customer,39,F,3,College,Single,Less than $40K,Blue,25,6,1,2,3920,2008,1912,0.944,3178,53,0.656,0.512,34.912,4,2,2,0,New Customers,25,264.83,4.42,6.62,30.12,36.74,0.90,22.60,830.42,High,Silver (Top 50%),150,125,275,918.52,643.52,70.06,234.01,High Value - Retain
715699983,Existing Customer,56,M,3,High School,Married,$60K - $80K,Blue,36,5,1,3,9226,1233,7993,1.521,1626,29,1.636,0.134,19.104,4,1,1,0,New Customers,36,135.50,2.42,3.39,18.50,21.88,0.90,32.55,712.21,Medium,Bronze (Top 75%),150,180,330,787.77,457.77,58.11,138.72,Low Value - Grow
818942433,Existing Customer,54,F,4,Unknown,Divorced,Less than $40K,Blue,49,6,1,1,9376,1288,8088,0.597,1562,33,0.5,0.137,20.45,4,1,1,0,New Customers,49,130.17,2.75,3.25,19.32,22.57,0.90,44.30,1000.04,High,Silver (Top 50%),150,245,395,1106.13,711.13,64.29,180.03,High Value - Retain
712459233,Existing Customer,59,F,1,Post-Graduate,Married,$40K - $60K,Blue,46,5,3,3,1944,1346,598,1.052,1960,57,0.727,0.692,31.24,2,2,1,0,Lost,46,163.33,4.75,4.08,20.19,24.27,0.68,31.28,759.19,Medium,Bronze (Top 75%),150,230,380,1116.57,736.57,65.97,193.84,Low Value - Grow
716545383,Existing Customer,42,M,3,Uneducated,Single,$40K - $60K,Blue,36,3,1,0,9599,1554,8045,1.087,1154,38,1.235,0.162,20.816,4,1,1,0,New Customers,36,96.17,3.17,2.40,23.31,25.71,0.90,32.55,836.92,High,Silver (Top 50%),150,180,330,925.71,595.71,64.35,180.52,High Value - Retain
721144383,Existing Customer,42,M,4,Graduate,Married,$60K - $80K,Silver,28,5,1,2,28202,843,27359,0.637,1629,38,0.727,0.03,22.72,4,1,1,0,New Customers,28,135.75,3.17,3.39,12.65,16.04,0.90,25.31,406.01,Medium,Bronze (Top 75%),150,140,290,449.09,159.09,35.42,54.86,Low Value - Grow
821837958,Existing Customer,43,M,3,College,Unknown,$80K - $120K,Blue,39,3,3,1,24850,1662,23188,0.693,1226,25,0.923,0.067,15.50,2,1,1,0,Lost,39,102.17,2.08,2.55,24.93,27.48,0.68,26.52,728.81,Medium,Bronze (Top 75%),150,195,345,1071.88,726.88,67.81,210.69,Low Value - Grow
804359133,Existing Customer,55,M,0,High School,Married,$120K +,Blue,49,5,3,3,3805,2233,1572,1.095,1743,27,0.929,0.587,18.372,2,1,1,0,Lost,49,145.25,2.25,3.63,33.50,37.13,0.68,33.32,1236.92,Premium,Gold (Top 25%),150,245,395,1819.19,1424.19,78.29,360.55,High Value - Retain
713308683,Existing Customer,52,M,1,Uneducated,Single,$80K - $120K,Blue,37,5,2,2,2733,1306,1427,0.791,1139,39,0.444,0.478,20.956,3,1,1,0,Need Attention,37,94.92,3.25,2.37,19.59,21.96,0.76,28.09,617.01,Medium,Bronze (Top 75%),150,185,335,812.63,477.63,58.78,142.58,Low Value - Grow
788780958,Existing Customer,46,M,1,Uneducated,Unknown,$40K - $60K,Blue,27,6,3,3,12781,1253,11528,0.638,1073,21,0.4,0.098,13.29,2,1,1,0,Lost,27,89.42,1.75,2.24,18.79,21.03,0.68,18.36,386.08,Medium,Bronze (Top 75%),150,135,285,567.82,282.82,49.81,99.24,Low Value - Grow
717354558,Attrited Customer,57,M,2,Uneducated,Married,$120K +,Blue,40,3,3,3,3106,1120,1986,1.045,683,17,0.7,0.361,10.13,2,1,1,1,Lost,40,56.92,1.42,1.42,16.80,18.22,0.68,27.20,495.61,Medium,Bronze (Top 75%),150,200,350,728.92,378.92,51.98,108.26,Low Value - Lost
798473808,Existing Customer,48,M,3,College,Married,$80K - $120K,Blue,42,3,3,0,7477,0,7477,0.511,1159,32,0.684,0,18.04,2,1,1,0,Lost,42,96.58,2.67,2.41,0.00,2.41,0.68,28.56,68.95,Low,Standard,150,210,360,101.41,-258.59,-254.99,-71.83,Low Value - Grow
712372158,Existing Customer,45,M,4,Unknown,Married,$120K +,Blue,33,6,1,3,34516,2086,32430,0.986,1859,47,0.958,0.06,27.24,4,2,1,0,New Customers,33,154.92,3.92,3.87,31.29,35.16,0.90,29.83,1049.08,High,Silver (Top 50%),150,165,315,1160.38,845.38,72.85,268.37,High Value - Retain
715192308,Existing Customer,48,M,2,High School,Married,$120K +,Blue,36,6,5,2,29963,2094,27869,0.648,1205,28,0.867,0.07,16.22,1,1,1,0,Lost,36,100.42,2.33,2.51,31.41,33.92,0.68,24.48,830.29,High,Silver (Top 50%),150,180,330,1221.14,891.14,72.98,270.04,High Value - Retain
708813033,Existing Customer,47,M,1,Graduate,Single,$40K - $60K,Blue,36,5,3,0,6509,2033,4476,0.83,1409,37,0.37,0.312,21.04,2,1,1,0,Lost,36,117.42,3.08,2.94,30.49,33.43,0.68,24.48,818.29,High,Silver (Top 50%),150,180,330,1203.50,873.49,72.58,264.70,High Value - Retain
